
###########################################################
################### West Slavic ###########################
###########################################################
############## West Slavic is Polish ######################

k_poland;Polska;;;;;;;;;;;;;x
k_bohemia;Ceské;;;;;;;;;;;;;x
e_wendish_empire;Zachód-Slowianska;;;;;;;;;;;;;x
e_wendish_empire_adj;Zachód Slowianska;;;;;;;;;;;;;x

kingdom_of_west_slavic;Království;;;;;;;;;;;;;x

emperor_west_slavic;Cesarz;;;;;;;;;;;;;x
emperor_female_west_slavic;Cesarzowa;;;;;;;;;;;;;x
king_west_slavic;Król;;;;;;;;;;;;;x
king_female_west_slavic;Królowa;;;;;;;;;;;;;x
title_prince_west_slavic;Ksiaze;;;;;;;;;;;;;x
title_prince_female_west_slavic;Ksiezniczka;;;;;;;;;;;;;x
duke_west_slavic;Ksiaze;;;;;;;;;;;;;x
duke_female_west_slavic;Ksiezna;;;;;;;;;;;;;x
count_west_slavic;Hrabia;;;;;;;;;;;;;x
count_female_west_slavic;Hrabina;;;;;;;;;;;;;x
baron_west_slavic;Kasztelan;;;;;;;;;;;;;x
baron_female_west_slavic;Kasztelanka;;;;;;;;;;;;;x
city_baron_west_slavic;Burmistrz;;;;;;;;;;;;;x

empire_west_slavic;Cesarstwo;;;;;;;;;;;;;x
kingdom_west_slavic;Królestwo;;;;;;;;;;;;;x
duchy_west_slavic;Ksiestwo;;;;;;;;;;;;;x
county_west_slavic;Hrabstwo;;;;;;;;;;;;;x
barony_west_slavic;Kasztelania;;;;;;;;;;;;;x
city_barony_west_slavic;Miasto;;;;;;;;;;;;;x

empire_of_west_slavic;Cesarstwo;;;;;;;;;;;;;x
kingdom_of_west_slavic;Królestwo;;;;;;;;;;;;;x
duchy_of_west_slavic;Ksiestwo;;;;;;;;;;;;;x
county_of_west_slavic;Hrabstwo;;;;;;;;;;;;;x
barony_of_west_slavic;Kasztelania;;;;;;;;;;;;;x
city_barony_of_west_slavic;Miasto;;;;;;;;;;;;;x

tribal_king_west_slavic;Król;;;;;;;;;;;;;x
tribal_king_female_west_slavic;Królowa;;;;;;;;;;;;;x
tribal_duke_west_slavic;Wysoki Wódz;;;;;;;;;;;;;x
tribal_duke_female_west_slavic;Wysoki Szefowa;;;;;;;;;;;;;x
tribal_count_west_slavic;Wódz;;;;;;;;;;;;;x
tribal_count_female_west_slavic;Szefowa;;;;;;;;;;;;;x

tribal_kingdom_west_slavic;Królestwo;;;;;;;;;;;;;x
tribal_duchy_west_slavic;Wysoki Wódzostwo;;;;;;;;;;;;;x
tribal_county_west_slavic;Wódzostwo;;;;;;;;;;;;;x
tribal_barony_west_slavic;Plemie;;;;;;;;;;;;;x

tribal_kingdom_of_west_slavic;Królestwo;;;;;;;;;;;;;x
tribal_duchy_of_west_slavic;Wysoki Wódzostwo;;;;;;;;;;;;;x
tribal_county_of_west_slavic;Wódzostwo;;;;;;;;;;;;;x
tribal_barony_of_west_slavic;Plemie;;;;;;;;;;;;;x

job_chancellor_west_slavic;Kanclerz;;;;;;;;;;;;;x
job_marshal_west_slavic;Marszalek;;;;;;;;;;;;;x
job_treasurer_west_slavic;Namiestnik;;;;;;;;;;;;;x
